"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Burundi","BDI","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","35.08697","35.50017","35.91338","36.32971","36.74604","37.16237","37.5787","37.99503","38.19214","38.38925","38.58636","38.78347","38.98059","39.59706","40.21354","40.83001","41.44649","42.06296","42.544","43.02503","43.50607","43.9871","44.46814","44.78923","45.11033","45.43143","45.75252","46.07362","45.51261","44.9516","44.39059","43.82957","43.26856","44.21069","45.15281","46.09493","47.03705","47.97918","48.21626","48.45334","48.69043","48.92751","49.16459","49.63619","50.10778","50.57938","51.05098","51.52258","52.38138","53.24019","54.099","54.95781","55.81662","56.41737","57.01811","57.61885","58.21959","",
"Belgium","BEL","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","80.20921","80.55715","80.9051","81.03591","81.16672","81.29753","81.42835","81.55916","81.7886","82.01803","82.24747","82.47691","82.70635","83.00725","83.30816","83.60907","83.90997","84.21088","84.50675","84.80261","85.09848","85.39435","85.69022","86.01171","86.33321","86.65471","86.97621","87.29771","87.52141","87.7451","87.9688","88.1925","88.4162","88.5715","88.72679","88.88208","89.03737","89.19267","89.31803","89.44339","89.56875","89.69412","89.81948","89.92942","90.03936","90.1493","90.25924","90.36919","90.48243","90.59568","90.70892","90.82217","90.93541","91.06165","91.18788","91.31412","91.44035","",
"Benin","BEN","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","28.43876","29.09505","29.75134","30.61656","31.48178","32.347","33.21223","34.07745","35.15946","36.24147","37.32349","38.4055","39.48751","40.48197","41.47644","42.4709","43.46536","44.45982","45.10894","45.75805","46.40717","47.05628","47.7054","48.71885","49.7323","50.74575","51.75921","52.77266","53.50838","54.2441","54.97982","55.71553","56.45125","56.21028","55.96931","55.72834","55.48737","55.2464","55.43994","55.63349","55.82703","56.02058","56.21412","56.88102","57.54793","58.21483","58.88173","59.54863","59.94026","60.33189","60.72352","61.11515","61.50678","61.95058","62.39438","62.83819","63.28199","",
"Burkina Faso","BFA","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","26.68411","27.29999","27.91586","28.55505","29.19423","29.83341","30.47259","31.11178","31.77303","32.43428","33.09553","33.75677","34.41802","35.34854","36.27906","37.20958","38.1401","39.07062","40.65471","42.2388","43.82289","45.40698","46.99108","47.17993","47.36879","47.55764","47.7465","47.93535","47.78803","47.64071","47.49339","47.34607","47.19876","47.35183","47.50491","47.65799","47.81106","47.96414","48.26888","48.57361","48.87835","49.18309","49.48783","50.31902","51.15021","51.98141","52.8126","53.64379","54.56903","55.49427","56.4195","57.34474","58.26997","59.01395","59.75792","60.50189","61.24586","",
"Bangladesh","BGD","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","41.09345","41.90041","42.70737","43.37039","44.03342","44.69644","45.35946","46.02248","45.47352","44.92456","44.3756","43.82663","43.27767","44.81658","46.35548","47.89439","49.43329","50.9722","51.56376","52.15533","52.74689","53.33846","53.93003","54.67852","55.42701","56.1755","56.92399","57.67249","58.49992","59.32736","60.1548","60.98223","61.80967","62.44657","63.08346","63.72036","64.35726","64.99415","66.04304","67.09193","68.14081","69.1897","70.23858","70.95364","71.66869","72.38375","73.0988","73.81386","74.46439","75.11492","75.76545","76.41598","77.06651","77.58956","78.11262","78.63568","79.15874","",
"Bulgaria","BGR","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","77.39222","78.39794","79.40366","79.74822","80.09277","80.43733","80.78188","81.12644","81.28823","81.45001","81.6118","81.77358","81.93537","82.0131","82.09083","82.16856","82.2463","82.32403","82.41298","82.50194","82.59089","82.67985","82.76881","82.88108","82.99336","83.10564","83.21791","83.33019","83.29465","83.2591","83.22356","83.18802","83.15247","83.10071","83.04895","82.99718","82.94542","82.89366","83.1859","83.47814","83.77037","84.06261","84.35485","84.55836","84.76188","84.96539","85.1689","85.37241","85.5385","85.7046","85.87069","86.03679","86.20288","86.36893","86.53497","86.70101","86.86706","",
"Bahrain","BHR","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","54.911","56.603","58.295","59.7494","61.2038","62.6582","64.1126","65.567","66.6846","67.8022","68.9198","70.0374","71.155","71.972","72.789","73.606","74.423","75.24","75.8378","76.4356","77.0334","77.6312","78.229","78.64407","79.05914","79.47421","79.88928","80.30434","80.66446","81.02457","81.38468","81.7448","82.10491","82.46125","82.81758","83.17392","83.53026","83.8866","84.22047","84.55435","84.88823","85.2221","85.55598","85.87339","86.1908","86.50822","86.82563","87.14304","87.33124","87.51945","87.70765","87.89586","88.08406","88.25976","88.43546","88.61117","88.78687","",
"Bahamas, The","BHS","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","65.36028","65.92455","66.48882","67.00097","67.51313","68.02529","68.53745","69.0496","69.5147","69.97979","70.44488","70.90997","71.37506","71.79783","72.2206","72.64337","73.06615","73.48892","73.87376","74.2586","74.64344","75.02827","75.41311","75.76401","76.11491","76.46581","76.81671","77.16761","77.42972","77.69183","77.95394","78.21605","78.47816","78.61011","78.74206","78.87401","79.00596","79.13791","79.42025","79.70259","79.98494","80.26728","80.54962","80.73439","80.91915","81.10392","81.28868","81.47345","81.73562","81.9978","82.25998","82.52215","82.78433","82.96892","83.15352","83.33812","83.52271","",
"Bosnia and Herzegovina","BIH","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","64.46708","65.45422","66.44137","67.28874","68.13611","68.98348","69.83085","70.67822","71.52314","72.36806","73.21297","74.05789","74.90281","75.66021","76.41761","77.175","77.9324","78.6898","79.00635","79.32291","79.63946","79.95602","80.27257","80.55053","80.82848","81.10643","81.38438","81.66234","81.6141","81.56587","81.51763","81.4694","81.42116","82.01658","82.61201","83.20743","83.80285","84.39828","84.79371","85.18915","85.58459","85.98003","86.37546","86.5391","86.70274","86.86638","87.03002","87.19366","87.36896","87.54426","87.71957","87.89487","88.07018","88.25807","88.44596","88.63385","88.82175","",
"Belarus","BLR","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","76.17501","76.97408","77.77315","78.24076","78.70836","79.17596","79.64357","80.11117","80.30422","80.49727","80.69031","80.88336","81.07641","81.13496","81.19352","81.25207","81.31063","81.36918","81.39325","81.41731","81.44138","81.46544","81.48951","81.78021","82.07091","82.36161","82.65232","82.94302","82.6157","82.28838","81.96106","81.63374","81.30643","80.83746","80.3685","79.89954","79.43057","78.96161","79.03534","79.10907","79.18279","79.25652","79.33025","79.78726","80.24427","80.70129","81.1583","81.61531","82.26268","82.91006","83.55743","84.20481","84.85218","85.06199","85.27181","85.48163","85.69144","",
"Belize","BLZ","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","61.05958","61.9444","62.82922","63.72456","64.61991","65.51525","66.4106","67.30594","68.15725","69.00855","69.85985","70.71116","71.56246","72.33702","73.11157","73.88613","74.66068","75.43524","75.99689","76.55854","77.12019","77.68185","78.2435","78.64837","79.05324","79.45811","79.86298","80.26785","79.90218","79.53651","79.17083","78.80516","78.43949","78.06348","77.68748","77.31148","76.93548","76.55948","76.57689","76.59431","76.61173","76.62915","76.64657","76.92006","77.19355","77.46705","77.74054","78.01404","78.10896","78.20389","78.29881","78.39374","78.48867","78.85326","79.21786","79.58245","79.94705","",
"Bermuda","BMU","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","37.01216","37.37634","37.74052","38.15334","38.56616","38.97897","39.39179","39.8046","40.2676","40.7306","41.19359","41.65659","42.11959","42.75054","43.38149","44.01244","44.64339","45.27434","46.03477","46.7952","47.55563","48.31606","49.07649","49.8808","50.6851","51.48941","52.29371","53.09802","53.91818","54.73834","55.5585","56.37866","57.19882","58.0034","58.80798","59.61256","60.41714","61.22172","61.97763","62.73355","63.48946","64.24538","65.00129","65.67788","66.35448","67.03107","67.70766","68.38426","69.01937","69.65449","70.28961","70.92472","71.55984","72.11351","72.66719","73.22087","73.77454","",
"Brazil","BRA","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","52.6349","53.5888","54.54271","55.54545","56.54819","57.55093","58.55367","59.5564","60.46504","61.37368","62.28232","63.19096","64.0996","64.48702","64.87444","65.26186","65.64928","66.0367","66.51382","66.99094","67.46806","67.94518","68.4223","68.97095","69.51959","70.06824","70.61689","71.16553","71.7564","72.34727","72.93814","73.52902","74.11989","74.75587","75.39185","76.02783","76.66381","77.29979","77.88433","78.46886","79.05339","79.63793","80.22246","80.67387","81.12528","81.57669","82.0281","82.47951","82.77481","83.07012","83.36542","83.66072","83.95602","84.20584","84.45567","84.70549","84.95532","",
"Barbados","BRB","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","63.29944","64.03507","64.7707","65.51356","66.25642","66.99928","67.74214","68.485","69.0947","69.70439","70.31409","70.92379","71.53348","72.0836","72.63372","73.18384","73.73396","74.28408","74.77956","75.27503","75.77051","76.26599","76.76147","77.20723","77.65298","78.09874","78.5445","78.99026","79.39104","79.79182","80.1926","80.59338","80.99416","81.35442","81.71469","82.07495","82.43522","82.79548","83.09184","83.38819","83.68454","83.98089","84.27725","84.562","84.84675","85.1315","85.41625","85.701","85.97129","86.24158","86.51187","86.78216","87.05245","87.23383","87.4152","87.59658","87.77796","",
"Brunei Darussalam","BRN","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","64.83329","65.61432","66.39534","67.09821","67.80108","68.50395","69.20681","69.90968","70.54126","71.17283","71.80441","72.43598","73.06756","73.63341","74.19926","74.76511","75.33096","75.89681","76.40272","76.90864","77.41455","77.92046","78.42638","78.87808","79.32979","79.7815","80.23321","80.68491","81.08789","81.49087","81.89385","82.29683","82.69981","83.05919","83.41856","83.77793","84.13731","84.49668","84.81716","85.13763","85.45811","85.77858","86.09906","86.3849","86.67075","86.9566","87.24245","87.5283","87.5283","87.5283","87.5283","87.5283","87.5283","87.70839","87.88849","88.06858","88.24867","",
"Bhutan","BTN","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","22.20278","22.5548","22.90682","23.50363","24.10044","24.69725","25.29406","25.89088","26.5493","27.20773","27.86616","28.52459","29.18302","29.76034","30.33766","30.91498","31.4923","32.06962","32.9883","33.90698","34.82566","35.74434","36.66301","37.59981","38.53661","39.47341","40.41021","41.34701","42.4142","43.48139","44.54858","45.61577","46.68296","47.79083","48.89871","50.00658","51.11445","52.22232","53.45514","54.68796","55.92078","57.15361","58.38643","59.48982","60.59322","61.69661","62.80001","63.9034","64.47128","65.03915","65.60703","66.1749","66.74277","67.44887","68.15497","68.86108","69.56718","",
"Botswana","BWA","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","47.04142","47.55734","48.07326","48.57473","49.0762","49.57767","50.07914","50.58061","51.42826","52.27591","53.12356","53.97121","54.81887","55.8822","56.94553","58.00887","59.0722","60.13554","60.93356","61.73159","62.52961","63.32763","64.12566","64.43892","64.75219","65.06546","65.37872","65.69199","64.76498","63.83796","62.91095","61.98394","61.05693","57.53299","54.00905","50.48511","46.96117","43.43723","42.14179","40.84635","39.55091","38.25548","36.96004","39.83898","42.71793","45.59688","48.47582","51.35477","54.36904","57.38331","60.39758","63.41186","66.42613","68.15349","69.88085","71.60821","73.33556","",
"Central African Republic","CAF","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","28.91172","29.4702","30.02868","30.74654","31.4644","32.18225","32.90011","33.61796","34.70163","35.7853","36.86896","37.95263","39.0363","40.11706","41.19783","42.27859","43.35936","44.44012","45.05743","45.67475","46.29206","46.90938","47.52669","47.40105","47.2754","47.14975","47.0241","46.89845","45.96093","45.02341","44.08589","43.14837","42.21085","40.76381","39.31677","37.86972","36.42268","34.97563","34.14816","33.32069","32.49322","31.66575","30.83828","31.68892","32.53957","33.39021","34.24085","35.0915","36.21726","37.34303","38.46879","39.59456","40.72032","42.25614","43.79196","45.32778","46.8636","",
"Canada","CAN","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","80.51532","80.88494","81.25457","81.47135","81.68813","81.90492","82.1217","82.33849","82.56719","82.79589","83.02459","83.25329","83.48199","83.79338","84.10478","84.41618","84.72758","85.03897","85.37347","85.70796","86.04246","86.37695","86.71144","86.93226","87.15308","87.3739","87.59472","87.81554","87.99628","88.17702","88.35776","88.5385","88.71925","88.88037","89.0415","89.20262","89.36375","89.52487","89.67712","89.82936","89.9816","90.13384","90.28608","90.4179","90.54972","90.68154","90.81336","90.94519","91.09361","91.24204","91.39047","91.5389","91.68733","91.81266","91.93798","92.06331","92.18863","",
"Central Europe and the Baltics","CEB","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","76.3050432887849","77.2355570561327","78.1646843057519","78.4463696844918","78.7297080460974","79.0145004189676","79.2955140258212","79.5753109837546","79.7882791658887","80.0025230950306","80.2132127184248","80.4292430425354","80.6453312538305","80.7615024471002","80.8783235025608","80.9951926430863","81.1107338399661","81.2300914389889","81.2611958732003","81.2920259696118","81.3203076869851","81.3477627398319","81.3736472434655","81.4601026584071","81.5468954443831","81.6342809811075","81.7213299976175","81.8107640588899","81.9183385529296","82.0264731359162","82.1343341968259","82.2391590820599","82.3509128339326","82.6209529350857","82.8871050676709","83.1554989154073","83.4158187039743","83.6887987168693","84.041629108504","84.3973556020793","84.7395660355909","85.10240556722","85.4659071399868","85.6974419417769","85.9277407574886","86.1587230597177","86.3894667176891","86.6230638975777","86.9175331793417","87.208169596415","87.495882293838","87.7802083919164","88.0662674268548","88.2159528024179","88.3654287637365","88.5150653238592","88.6657174768139","",
"Switzerland","CHE","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","81.88559","82.29773","82.70986","83.006","83.30213","83.59826","83.8944","84.19053","84.51398","84.83742","85.16086","85.4843","85.80775","86.16011","86.51246","86.86482","87.21718","87.56954","87.7581","87.94666","88.13522","88.32379","88.51235","88.73572","88.95908","89.18245","89.40582","89.62918","89.72958","89.82999","89.93039","90.03079","90.13119","90.31269","90.4942","90.6757","90.85721","91.03871","91.19021","91.34171","91.49322","91.64472","91.79622","91.95766","92.1191","92.28054","92.44199","92.60343","92.76106","92.91869","93.07632","93.23395","93.39158","93.50522","93.61887","93.73252","93.84617","",
"Channel Islands","CHI","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","80.85098","81.0679","81.28483","81.55315","81.82147","82.08979","82.35811","82.62643","82.78135","82.93627","83.09119","83.24611","83.40103","83.62041","83.83979","84.05917","84.27855","84.49793","84.80801","85.1181","85.42819","85.73827","86.04836","86.25845","86.46853","86.67862","86.8887","87.09879","87.34692","87.59505","87.84319","88.09132","88.33945","88.50541","88.67137","88.83733","89.00328","89.16924","89.39612","89.623","89.84987","90.07675","90.30363","90.54445","90.78527","91.02609","91.26691","91.50773","91.63717","91.76661","91.89604","92.02548","92.15492","92.26538","92.37584","92.4863","92.59675","",
"Chile","CHL","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","59.0917","59.769","60.4463","61.17663","61.90695","62.63728","63.36761","64.09794","65.07545","66.05296","67.03047","68.00799","68.9855","70.06428","71.14305","72.22183","73.3006","74.37938","75.34626","76.31314","77.28002","78.2469","79.21377","79.75797","80.30216","80.84635","81.39054","81.93473","82.39665","82.85858","83.32051","83.78243","84.24436","84.64309","85.04183","85.44056","85.8393","86.23804","86.51609","86.79414","87.07219","87.35024","87.62829","87.68873","87.74916","87.80959","87.87003","87.93046","87.98792","88.04538","88.10283","88.16029","88.21775","88.38105","88.54434","88.70764","88.87094","",
"China","CHN","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","36.12452","36.17481","36.22511","39.77046","43.31581","46.86116","50.40651","53.95186","56.06634","58.18082","60.2953","62.40977","64.52425","65.90167","67.27908","68.6565","70.03392","71.41133","72.14583","72.88032","73.61481","74.34931","75.0838","75.53131","75.97882","76.42632","76.87383","77.32134","77.58048","77.83961","78.09874","78.35788","78.61701","78.98322","79.34944","79.71565","80.08186","80.44807","81.01957","81.59108","82.16258","82.73408","83.30558","83.77417","84.24277","84.71136","85.17996","85.64855","85.91107","86.17359","86.43611","86.69863","86.96115","87.15873","87.35631","87.55389","87.75146","",
"Cote d'Ivoire","CIV","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","30.17457","30.96319","31.75181","32.41134","33.07086","33.73039","34.38992","35.04945","36.37452","37.69959","39.02466","40.34973","41.6748","42.65589","43.63697","44.61805","45.59913","46.58021","47.28701","47.99381","48.70061","49.40741","50.11421","50.4624","50.8106","51.1588","51.50699","51.85519","51.25625","50.65731","50.05837","49.45943","48.86049","46.73837","44.61624","42.49412","40.37199","38.24987","37.93793","37.62598","37.31404","37.0021","36.69015","37.46571","38.24127","39.01683","39.79238","40.56794","41.27511","41.98229","42.68946","43.39664","44.10381","44.92153","45.73924","46.55696","47.37468","",
"Cameroon","CMR","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","35.25322","35.85743","36.46164","37.06275","37.66386","38.26497","38.86608","39.46719","40.23882","41.01045","41.78208","42.55371","43.32534","44.06165","44.79796","45.53427","46.27058","47.00689","47.58362","48.16036","48.7371","49.31383","49.89057","50.03471","50.17886","50.323","50.46715","50.61129","49.90961","49.20793","48.50625","47.80457","47.1029","46.19079","45.27868","44.36657","43.45447","42.54236","42.9006","43.25884","43.61707","43.97531","44.33355","45.27253","46.2115","47.15048","48.08945","49.02843","49.68445","50.34046","50.99648","51.6525","52.30852","52.88515","53.46179","54.03842","54.61505","",
"Congo, Dem. Rep.","COD","Survival to age 65 female (% of cohort)","SP.DYN.TO65.FE.ZS","34.49031","34.78389","35.07747","35.45167","35.82588","36.20008","36.57429","36.94849","37.44571","37.94292","38.44014","38.93736","39.43457","39.67724","39.9199","40.16257","40.40523","40.6479","41.0653","41.4827","41.9001","42.31751","42.73491","43.04999","43.36508","43.68016","43.99524","44.31033","44.68663","45.06293","45.43924","45.81554","46.19184","46.00092","45.81","45.61909","45.42817","45.23725","46.06644","46.89564","47.72483","48.55402","49.38322","50.44072","51.49822","52.55572","53.61322","54.67072","55.44939","56.22806","57.00674","57.78541","58.56408","59.23304","59.902","60.57097","61.23993","",
